,text_data,sentiment,label
2688,"Bintang 3 dulu sih, soalnya banyak yang liriknya ga bisa diputar. Padahal awalnya bisa",0,Negative
2689,"Spotify emng bagus , cuma bug ny g seru , masa lagu yg ad lirikny gbs muncul lirikny ""tidak dpt memuat lirik untuk lagu ini"" , hdehhh",0,Negative
2690,"Kok sekarang gk pernah ada lirik buat lagu ya, yg biasanya lagu ada liriknya jadi gk ada semua. Tolong di perbaiki ya spotify",0,Negative
2691,Aplikasi ini membuat saya merasa nyaman saat mendengar lagu,1,Positive
2692,Lagu di Spotify sangatlah lengkap dan saya menyukainy,1,Positive
2693,Lagu di Spotify sangatlah lengkap dan saya menyukainy,1,Positive
2694,Ini enak banget didenger tapi kayak ada iklan dan thanks untuk Spotify 😼💓,0,Negative
2695,"Semuanya udh bagus, tp baru puter 3 lagu udh iklan aja mana iklannya smpe 1 menit. trs lagu yg di puter di playlist lagu itu2 aja padahal ada 100an lebih lagu. Suara iklannya kadang lebih kenceng daripada lagu",0,Negative
2696,"Rekomendasi buat kalian yg suka denger musik, lagunya update dan bisa kalian simpen di'lagu disukai'. bisa puter berulang2 dan gratis. klo mau yg ga pake iklan mesti berlangganan yaa.👍",1,Positive
2697,"Kenapa sekarang untuk di beberapa lagu, di fitur lirik terdapat ""Tidak dapat memuat lirik untuk lagu ini""?",0,Negative
2698,Aplikasi lagu yang bagus jernih dan lengkap 👍🏻,1,Positive
2699,lirik nya suka ga keluar kenapa ya? padahal sinyal bagus dan stabil di lagu luar lirik ga muncul samsek tapi lagu indo muncul liriknya dulu engga gitu tapi sekarang malah ga keluar. Terimakasih,0,Negative
2700,Aku menjadi sangat tenang karna ada lagu dari Spotify ini,0,Negative
2701,Parah banget sih iklanya kalo bukan premium padahal kita pakai kuota belinya pakai duit. Iklanya satu lagu dua iklan asli terlalu memaksakan banget menejemenya.,0,Negative
2702,"App yang bagus, mudah di gunakan. Kalo pakai headset enak banget. Top markotop dah.",1,Positive
2703,"Sudah bagus, tapi kenapa sekarang tidak semua lagu memiliki lirik? Padahal dulu normal normal saja. Tolong di perbaiki ya",0,Negative
2704,Ga jelas. Jaringan lancar tp tulisannya koneksi tidak stabil / offline,0,Negative
2706,"Ada bug wktu bli premium, selalu muncul ""unable to connect""",0,Negative
2707,Sekarang kok banyak iklan sih lirik lagunya kebanyakan gak ada lagi mohon di perbaiki kembali,0,Negative
2708,Keren tpi iklan nya telalu banyak,0,Negative
2709,"sudah tidak ada komentar, pokoknya spotify best music player😁😁",0,Negative
2710,"Mantap , aplikasi sangat Menghibur untuk mendengarkan lagu sesuai keinginan .",1,Positive
2711,"Klaim hadiah susah amat cek pengaturanlah, tak terhubunglah...bla..bla..bla😡 Selama klaim hadiahnya dipersulit tak akan pernah lagi beli premium...CAMKAN ITU!!!",0,Negative
2712,"Bukannya makin bagus malah makin jelek,mana banyak iklan",0,Negative
2713,Aplikasinya bagus tapi kenapa gk bisa memuat lirik pada hal udh di update 😡😠😔,0,Negative
2714,Lagu-lagunya lengkap dan kualitas audio nya bagus. Terus melesat Spotify!,1,Positive
2715,"setiap mau ganti lagu iklan mulu, dikit"" iklan dikit"" iklan, terus kalo bisa iklan nya jangan lama""",0,Negative
2716,Sangat menyenangkan dapat mendengarkan musik musik dari berbagai negara..Thank you spotify,1,Positive
2717,"Aplikasi nya semakin buruk ,katanya bisa dengerin musik secara gratis eh ternyata berbayar udh sekarang g bisa dengerin musik yg kita mau udh sebelas dua belas tuh sama YouTube musik",0,Negative
2718,"Bagus, tapi untuk lagu-lagu sekarang udah gak bisa liat liriknya lagi. Terus gak bisa milih lagu sesukanya lagi. Minimal jangan parah parah updatenya, apalagi buat yang ""free"", ngeselin 😒🥲😁🙏🏻.",0,Negative
2719,"Mendengarkan musik jadi lebih mantap karena lengkap dan asyik, saya sangat terhibur Mantap, jaya trs",1,Positive
2720,"Di setiap saya memutar lagu dan ingin melihat liriknya selalu saja muncul ""tidak dapat memuat lirik untuk lagu ini"" why?",0,Negative
2721,Tidak suka dgn pembaruan harus premium untuk liat lirik,1,Positive
2722,"Aplikasinya bagus tapi kalo mau beli spotify premium selalu saja muncul ""TIDAK DAPAT MENGHUBUNG"" ini kenapa yaa tolong dong diperbaiki🙏🏻",0,Negative
2723,Bagus banget suara nya jernih kalau dengar lagu lewat spotify,1,Positive
2724,"mohon maaf, kenapa di spotify saya tidak ada lirik ""tidak dapat memuat lirik untuk lagu ini"" padahal di lagunya ada lyrics, tolong bantuannya.",0,Negative
2725,Bagus banget aku bisa dengerin lagu yang aku suka dan walaupun suka ada iklannya sih,1,Positive
2726,Saya suka musiknya bagus- bagus ada lagu lama juga lagu baru,0,Negative
2728,Bagai mana cara atasi Lagu ini tidak tersedia di perangkatmu,0,Negative
2729,Overall bagus apknya...lagunya juga banyak kayak lagu remix atau speed up gitu juga banyak....ya kurangnya cuma kebanyakan iklan aja sih...tapi gapapa karena develop nya juga cari uang dari situ... udah sih gitu aja..semoga makin bagus aja apknya...😁😁😁😁😁,1,Positive
2730,Lagu nya sangat lengkap dan bagus semua deh,1,Positive
2731,"bikin tenang tapi sedikit kesel karen ada iklannya 😁, lumayan lah",0,Negative
2732,"Aplikasi maksa ,,,, makin kesini iklan padet banget kaya penumpang kereta stasiun Senen 😔 ,,, gejala awalnya apa emang bang sampe maksa bett tuh iklan ,, 3 lagu 3 iklan hamdeuhhh ,,, apalagi kalau iklan (hello dis is jebun) mau lu jebag juga w ga peduli w download Spotify buat dengar musik bukan dengar iklan ,, mau dengar iklan mah di grab driv juga ada broooo",0,Negative
2733,"awal2 bagus, bisa puter acak walau terbatas iklan, kadang sering keluar apk sendiri, trs skrg?? malah ga bs liat lirik lagi???",0,Negative
2734,"Untuk pemutaran lagu tidak masalah, tapi ini kenapa kok liriknya tidak bisa terlihat ya? Saya sudah hapus chance, uninstall aplikasi, dan logout tp tetap saja bbrp lagu liriknya tidak ada. Tolong bantuannya.",0,Negative
2735,"Iklannya ganggu banget, terus marketingnya terlalu maksa",0,Negative
2736,saya beri bintang 1 karena pilih kasih masa yang premium sangat isimwa dibandingan dengan yg ga premium sihhhh aneh nihhhhg,0,Negative
2737,Sangat bermanfaat dan menyenangkan terutama lagu jadul nya,1,Positive
2738,"Pertama download sih bagus dan baik baik aja bahkan bisa lihat video berulang,lagu nya di ulang, gak ada iklan tapi sebulan kemudian muncul iklan, gak bisa ngulang lagu, dan gak bisa liat video berulang nya dan di suruh beralih ke premium terus jadi nya kan males tolong perbaiki",0,Negative
2739,"Saya sangat suka dengan aplikasi ini dari pada resso karena untuk mendengarkan lagu,atau musik perlu premium klo di Spotify tidak perluu,atau gratis",1,Positive
2740,jadi bisa dengerin musik di mana aja dan pilihan musiknya juga lengkap,1,Positive
2741,"Aplikasi yang memuat lagu2 terupdate, semua jenis musik ada..",1,Positive
2742,"Tolong,iklannya jangan lama lama,🤬🤬🤬🤬🤬🤬🤬,mau dengerin musik aja malah di ganggu....!!!!",0,Negative
2743,aplikasi nya bagus tapi kalo lgi dengerin lagu tiba tiba iklan,0,Negative
2744,"Aku tau aku gratisan, tapi et dah lyrics nya kadang muncul kadang enggak, ku udh pake wifi jaringan lancar ya",0,Negative
2745,pengen beli premium tapi suka muncul bacaan *buka pengaturan mu coba lagi nanti*😒😒,0,Negative
2746,"Fitur lirik nya udah ga bisa lagi, masa cuma yang premuim doang sih yang dapet fitur lirik, mohon dong balikin fitur lirik buat yang gak premium, ini saya kasih bintang 1 dari bintang 5 gara gara fitur lirik nya cuma bisa dipake dipremium masa harus premium semua sih fitur nya, kalo semua nya mau premium ngapain dikasih gratis mending bayar aja dari download nya, mau denger lagu aja tambah ribet spotify sekarang",0,Negative
2747,Mohon untuk tambahkan fitur ulang ulqng musiknya karena sebel banget muncul lagu yg gk dikenal,0,Negative
2748,"Asik tanpa iklan, dan lagu ter update",1,Positive
2749,"ini kenapa sekarang semua lagu ga ada lirik nyaaa. Padahal dulu semuanya ada, sleep well, nobody gets me like you, itu dulu adaa, skrng ga adaaa ksskshddh sedih, galau :((",0,Negative
2750,Musiknya lengkap banget pokoknya seru denger lagu di sini yang mau download semuanya gertis,1,Positive
2751,Agak kesel sih sma iklan nya juga ada beberapa yg lagu gk ada,0,Negative
2752,"Secara keseluruhan,bagus.. Ada beberapa yang kurang komplit albumnya",0,Negative
2753,"Seruu sukaa sama apk ini..,lebih mudah lagi ngederin musik dari pada d youtube,wkwkwk",1,Positive
2754,Jadi suka spotify krna bs dengerin lagu sprti d yut**b tnpa hp dlm keadaan menyala terus. Bs menemani perjalanan malam plg kerja,1,Positive
2755,Saya sangat menikmati mendengarkan lagu di Sportif 🥰🥰🥰🥰,1,Positive
2756,Download saya ilang gimana nih Spotify udah premium download di playlist eh malah ilang download nya gimana padahal gk bersihin lo,0,Negative
2757,saat mau bayar premium selalu lag,0,Negative
2758,"Napa pas enak² lagi denger lagu di playlist tiba² slalu ada lagu gk dikenal datang??.. Aneh banget kok kayak jelek,jadi gk enak,lebih baik diacak tapi masih lagu playlist,pokok nya saya ini bintang 2 dulu kalau bisa diupgrade kaya dulu lagi playlist nya nanti saya bintang 5",0,Negative
2759,Lebih enak kalau ngak ada iklan saat muter mudik,0,Negative
2760,"Enggak bagus banget aplikasi Spotify ini suka banyak iklan yang enggak jelas dan juga enggak bisa pilih lagu yang kita senangi sendiri , kalo bisa di ubah lah jangan seperti itu nanti banyak orang yang enggak mau lagi download aplikasi Spotify",0,Negative
2761,"Enggak bagus banget aplikasi Spotify ini suka banyak iklan yang enggak jelas dan juga enggak bisa pilih lagu yang kita senangi sendiri , kalo bisa di ubah lah jangan seperti itu nanti banyak orang yang enggak mau lagi download aplikasi Spotify",0,Negative
2762,"Kebanyakan iklan 1-2 iklan dlm 1 lagu sih ok Tapi skrg kok belum dengerin udh di kasih 3 iklan, niat dengerin lagu biar mood tambah bagus malah tambah bad mood",0,Negative
2763,Aplikasi nya bagus sekali 👍 cocok ketika lagi santai sambil putar lagu di apk spotify 😁,1,Positive
2764,"Aplikasi musik y bguss gampang di mengerti dan cukup mudah untuk mencari lagu"" favorit tentu y",1,Positive
2765,Bagus banget lagunya jg terganti otomatis jadi gak bosen denger lagu itu Mulu,1,Positive
2766,setiap keluar dari aplikasi spotify selalu saja lagunya hilang!!!,0,Negative
2767,"Bagus dan ,iklan hanya menunggu itu harus premium dulu.👍👍",0,Negative
2768,Bagus apalagi bhat di gym.tapi pilihan lagunya ada yang gk ada,0,Negative
2769,"masalah bug internet sedang offline di data seluler tidak ada perbaikan jalan keluar oleh spotify saya sudah mengadukan ke customer service tapi tidak ada solusi, berbagai cara saya lakukan, hapus cache, reinstall app, tetap bermasalah,, tetapi saya baca di community spotify ada satu cara yaitu ""factory reset phone"" saya tidak mau melakukanya hanya demi bisa memakai spotify, dan kalau saya melakukan itu butuh waktu untuk mem back up data lama saya itu sangat memakan waktu !",0,Negative
2770,"Sering banget frezescreen setiap mau berlangganan paket premium, jadi gk yakin mau berlangganan.",0,Negative
2771,Gmn sih kok pas mau update ke premium disuruh coba lagi Mana kalo gak premium iklannya banyak Sampah emang,0,Negative
2772,"Ajg mau kebanyakan iklan kntl,mau baru mau pilih lagu udh iklan aja kntl,minimal pas denger lagu ke 3 baru muncul lah,ini baru pertama kali pilih lagu udh muncul iklan ajg ajg",0,Negative
2773,"Adanya bug sehingga lagu berhenti sendiri ketika berada dibelakang layar, fitur canvas tidak berfungsi saat share di IG stories dan cerita FB",0,Negative
2774,Playlistnya knp hilang dan lagu ga kenal tiba2 nongol 🤦‍♂️,0,Negative
2775,"mohon maaf untuk 1 bintangnya, karena terlalu banyak iklan dan iklannya suaranya terlalu keras drpd rata-rata suara lagu yg membuat mengganggu, dan juga makin lama rekomendasi lagu yang akan di putar berbeda genre dan juga bukan artis yang biasanya di putar misalnya sedang mendengarkan musik DJ atau funkot tapi lagu yang diputar selanjutnya malah galau yang membuat harus mencari lagu lagi, barusan saja artis yg tidak saya kenal di putar dari rekomendasi, tolong diperbaiki lagi!!!!",0,Negative
2776,"Kenapa saya ga bisa nyetel musik yang saya inginkan,yang saya ingin putar dan yang di setel oleh spotifi berbeda,padahal dulu ga kek gini",0,Negative
2777,"udah ditambah ke daftar favorit, padahal cuma ada satu lagu eeh yang keputer malah lagu lain. sumpah makin ke sini semakin susah dengerin lagu yang lagi pengen kita dengerin. sekarang juga ga ada yang buat puter ulang. Tolong yaah balikin ke awal lagi biar kita pendengarnyaa tuh makin mudah dengerin lagu yang kita mau, semakin diperbarui malah semakin susah😒",0,Negative
2778,"2 bintang dulu deh mau langganan premium susah kagak bisa""",0,Negative
2779,"Najis nya Denger lagu di apk ini kebanyakan Iklan, lagu juga ga lengkap! Dibatesin juga lagi idih Jijik gua, kalo mau free harus bayar yaelah mau denger musik aja Kudu bayar, saran Gua mending lu download lagu aja di google Jngn denger disini Jelek banget sumpah.",0,Negative
2780,Mantap bagus cuman sayang nya ga bisa di download ajah sih supaya bisa di pakai untuk ofline juga 👍👍👍👍👍⭐⭐⭐⭐⭐,0,Negative
2781,Ini aplikasi sangat bagus cuman tolong kasih fitur pengulangan lagu,0,Negative
2782,Rekomendasi lagunya itu mulu bosen sama susah kalo mau ganti lagunya,0,Negative
2783,Dengan spotify kita bisa dngerkn lagu kesukaan kita,1,Positive
2784,dih kok mesti premium buat dengerin satu playlist.. ilangin aja fitur itu ilangin nyusahin.,0,Negative
2785,Apk gak jelas music nya gak bisa di putar,0,Negative
2786,Ini bagus banget semua lagu lengkap👍👍👍👍👍👍,1,Positive
2787,"Suka ngelag padahal sinyal bagus, tolong diperbaiki",0,Negative
2788,"aplikasi tabu banyak iklan , saya baru nyetel satu lagi udh 2 iklan, dan durasi iklan melebihi satu meniittt, aplikasi tidak recommended",0,Negative
2789,Maaf ku kasih bintang satu karena pas aku muter lagu gak ada suaranya mohon di perbaiki,0,Negative
2790,saya suka dengan aplikasi nya saya menyukai lagu lagu nya aku menyukai aplikasi spotifycares semoga kedepan nya kualitas nya semakin maju dan baik... salam dari Indonesia🇮🇩 ❤🌹🥀💖,1,Positive
2791,"Music nya keren lagu""nya hit bgt",1,Positive
2792,"Saya bisa mendengar lagu sepnjang hari ,sesuai plylist saya ,lagunya bgus""",1,Positive
2793,Aku sangat suka karena banyak sekali lagu yang bisa dipilih,1,Positive
2794,"Apk nya oke mantap, cocok banget buat waktu santai dengerin lagu"" apalagi pas kerja",1,Positive
2795,Sangat membantu mendengar kan musik apa aja.. Keren ini. .,1,Positive
2796,apk nya bagusss bgt.apa lagi dengerin pake air pourt enak poul,1,Positive
2797,"Apikasi rekomendasi sekali untuk pendengar musik , lengkap fiturnya , dan cepat , saya sangat menyukainya",1,Positive
2798,iklan terus sekalinya iklan 2 kali setiap 1 lagu,0,Negative
2799,"dulu iklan nya langka tapi sekarang jadi banyak bgt iklan nya baru ganti lagu aja udah iklan 3x jadi sebel,mohon maaf iklan nya di kurangi lagi ya jangan sering' iklan jadi engga enak",0,Negative
2800,Aplikasinya sudah cukup bagus untuk mendengar musik,1,Positive
2801,Aplikasi ini bagus sekali dengan banyak sekali musik yang bisa didengar,1,Positive
2802,Aplikasi nya mantap buat di pake di hansed dan ada semua lagu,1,Positive
2803,Bagus lagu-lagu nya lengkap tapi kalo dulu ada video tiap lagu nya sekarang kok ga ad ya? Smg aplikasi ny nanti lbh bagus lg,0,Negative
2804,Perubahan yang sangat mengecewakan 1. Posisi masih ada kuota malah ga ke detect (spotify offline) 2. Tombol like music jadi mggak ada,0,Negative
2805,Aplikasi ini bagus banget Musiknya semua ada lengkap pokoknya ☺️😊,1,Positive
2806,aplikasi yang banyak menyediakan lagu lokal yang perlu di download,1,Positive
2807,Emang lagunya bagus dan banya pilihannya tapi kenapa ga offlen kan disitu ada tulisan offlen jadi saya kasi bintang 4 dulu,0,Negative
2808,Updetan sekarang klo mau nglanjut dengerin podcast sering lemot kalo habis dc internetnya,0,Negative
2809,Mau update premium aja sambungan error terus.,0,Negative
2810,"Suaranya suka kecil suka besar, ketika mengetik juga langsung kecil sendiri Tolong diperbaiki",0,Negative
2811,masa iya tiba tiba logout trs gbisa balik akun ku?!? playlist ku jdi hilang semua kann bintang satu!,0,Negative
2812,Tolong bnget koq aku gk bisa beli premium yahhh sllu coba lagi coba lagi gtu aja teruss pdhl jaringan ku bagus ajaa,0,Negative
2813,"banyak iklan,ga kya dulu iklan nya sedikit",0,Negative
2814,"Bagus,semua lagu dan msik dari masa ke masa ada.sayang nya ga ada gambar",1,Positive
2815,"ya bagus cuman pas updatenya yang ini, malah harus nunggu besok gantinya, misalnya mau ganti musik nih. Terus malah gabisa karna dibatasin + harus nunggu besok atau harus premium dlu gitu, ya tapi jangan semunya juga di jadiin premium lah 😔.",0,Negative
2816,"Apk ini nyaman untuk mendengarkan musik. Tapi yg paling nggak nyamannya, ketika sedang mendengarkan musik, tiba tiba ada iklan yg sering muncul. Mohon di kurangi iklannya karena menurut saya mengganggu.",0,Negative
2817,Aplikasi bagus cuma nih ya minta tolong banget iklan nya jangan terlalu lama..,0,Negative
2818,Bagus Tapi nya iklan terlalu lama walaupun yg di iklan kan aplikasi nya sendiri bukan 1 aja tapi 2 lg kalo bisa perbaiki lah min,0,Negative
2819,Mau masuk ke aplikasi nya masa Harus pakai kata sandin kata sandin udah betul gak bisa pake nomer tetep gak bisa pake Facebook tetep gak bisa makanya bikin aplikasi yang benar masa semua gak bisa menurut aku ya aplikasi nya tidak berguna mending Pake resso menurut aku,0,Negative
2820,"Gak jelas banget Selalu nawarin buat premium, tapi ketika mau pembayaran malah eror terus, gak tau permasalahannya apa!!!!",0,Negative
2821,"Apk nya bagus ga ada iklan yg ganggu, juga hemat kuota intinya mantap betul lah",1,Positive
2822,Bagus banget... Aplikasinya menghibur bagi yang ingin mendengarkan lagu,1,Positive
2823,Terlalu Banyak iklan jadi kesel gk kyk dlu,0,Negative
2824,"Mkin ga jelas aja nih aplikasi semua harus premium, sebelumnya ga premium bisa skip lagu lebih dari 6x sekarang di batasi 6x perjam sampah",0,Negative
2825,Bagus tapi harga perbulan nya terlalu mahal buat saya. Klo bisa di kurangi biar rame juga yg berminat,0,Negative
2826,Aplikasi yang bagus buat dengerin musik dan podcast,1,Positive
2827,"Ya memang bagus di awal, makin kesini premium lah, jadi kita gak minat upgrade ke premium iklannya kaya taiii udah iklan jelek durasi lama lagi...",0,Negative
2828,"Ko saya g bisa masuk ya padahal saya udh ganti password udh apa, kayak waktu itu tuh saya g buka Spotify selama 2 Mingguan nah pas saya buka lagi tiba² kek ke log out waktu saya coba masuk lagi tetep g bisa, padahal ya pas saya memasukkan sandi sama email itu udh bisa nah layar nya langsung hitam sama ada gambar loading pas saya tunggu lama malah ada tulisan ""coba lagi"" sama tutup, saya udh pencet cbo lag berkali² tetep g bisa.. padahal koneksi internet saya tuh bagus,, tolong segera diperbaiki.",0,Negative
2829,"Tolong perbaiki lagi bagus nya kenapa akun saya tidak bisa masuk lagi padahal kan itu kan akun yg saya premium kan knp tidak bisa masuk lagi, udah di premium kan gak bisa masuk lagi , klo kerja itu yg betulah bang, nyesel sih premium kan spotify, udah dichat tidak dibalas, tolong dong respon nya",0,Negative
2830,"Nyebelin banget tetiba mati padahal nyetel di playlist sendiri, sinyal juga bagus, perbaiki dong. Nama doang udh gede, apk jelek!!",0,Negative
2831,Iklannya mungkin bisa di kurangin soalnya setiap 1 lagu pasti lsngsung iklan,0,Negative
2832,"So far bagus, lagu-lagunya up to date walaupun untuk lagu baru rilis harus nunggu beberapa hari dulu buat muncul liriknya. Masukannya buat pengguna free, coba dong kalau memang dalam playlist hanya ada 10 lagu jangan diputarin lagu selain dalam playlist tersebut🥹 capek harus bolak-balik pindah lagu. Sama tolong buat paket student nya ada yang 3 bulan sekalian kek😌",1,Positive
2833,"Aplikasi terbaik buat dengerin musik untuk segala usia,mantaap lah pokonya",1,Positive
2834,"Satu lagu di putar, iklan lazada, satu lagu lagu di putar, iklan shopee, gituuuuuuuu terooosssss 🙄",1,Positive
2835,"Meskipun hanya mode free karena belum punya uang berlebih untuk upgrade ke premium, tapi aplikasinya sudah memuaskan 👍👍",1,Positive
2836,"Spotfy menghiburku menemani kerja dan hari"" sambil mendengarkan musik n lagu favoritku",1,Positive
2837,"Kok Spotify jdi gini sih min? Lagi muter lagu di playlist.. lagu asing malah keputar sendiri, terus urutan lagu juga kalo mau bebas harus premium, masa cuma tekan lagu lain aja harus premium min??",0,Negative
2838,Autoplay gw gak fungsi bos. Padahal suka gw rekomendasi konten serupa disamping chart atau viral hits,0,Negative
2839,apknyabagus semua jenis lagu ada say suka,1,Positive
2840,"Aplikasi Yang Sangat Bagus, Cuma Saya Ingin Diperbaiki Ketika Ingin Redeem Hadiah Tantangan Mingguannya. Ketika Saya Mau Claim Selalu Muncul Notif Bertuliskan "" Tidak Dapat Menghubungi "" Padahal Koneksi Dan Jaringan Internet Saya Aman. Jadi Mohon Untuk Di Fix Segera 🙏🙏🙏",0,Negative
2841,Apk nya sangat bagus musiknya jelas banget,0,Negative
2842,"Suaranya enak di dengar, cuman gak bisa berurutan. Kalau bisa berurutan sangat bagus sekali.",1,Positive
2843,"prtama2 gw mau berterimakasih sm spotify krna udh nemenin hari2 galau gw, dan ini penyebab knp gw kasih bintang satu: jadi gw emang bbrp waktu lalu itu spotify gw leg, dan saking legna sampai2 ngga bs dibuka, trs gw mencoba pake jalur alternatif ya gw hapus spotify trs download lgi,nah pas gw mau buka app nya malah layarnya ngga ada apa2 trs tau2 spotify tak menanggapi, plis benerin spotify saya.",0,Negative
2844,"Aku suka dengan aplikasi nya lagu nya lumayan kumplit, ada lirik nya dan bisa di terjemah kalo lagu luar negri",1,Positive
2845,Knp pas mau putar lagu harus pake premium?? Spotify yang dulu manaa?? Yang bisa putar lagu gratis?? Manaa?? 😭tolong jangan terlalu banyak premium,0,Negative
2846,Aplikasi yang sangat menyenangkan. Menemani saat bekerja dan bersantai,1,Positive
2847,"suka banget sama spotify. karna banyak banget lagu yg aku suka bisa aku dengerin disini,",1,Positive
2848,"Iklan ny kebanyakan, masa tiap ganti lagu muncul iklan. Trus banyak fitur yang dipotong gara gara disuruh premium.",0,Negative
2849,saya jadi mudah mendengar musik ter utama lagu lama teryata masih ada trima kasih ya,0,Negative
2850,"Saya sudah mempunyai akun premium di spotify tetapi aplikasi nya tiba tiba menglogout kan saya dari apk saya,hingga sekarang saya tidak bisa login ke akun saya",0,Negative
2851,Ini spotify kenapa dah? Susah amat mau beli premium. Buset... Kayak rebutan jodoh iuhhh,0,Negative
2852,Sy suka dg sportify sangat mudah tuk mendengarkan musik dll,1,Positive
2853,setiap ganti lagu iklan sportify premium muncul terus apa apa premium hadehh,0,Negative
2854,Berbayar ya enak.. Gratis jga udah cukup Enak di pakai.. Intinya..Aplikasi ini Recomendasi untuk di pakai..,1,Positive
2855,"Alhamdulillah dengan sy punya aplikasi Spotify,membantu sy dalam berkegiatan,baik relaxaxing maupun spirit bagi sy",1,Positive
2856,"Iklan nya skarang lebih banyak dari pada apk sebelah,,,harus upgrade premium terus",0,Negative
2857,Mantap nih aplikasi pemutar musik tanpa iklan Dan terus di tingkat kan lagi,1,Positive
2858,Aku suka banget denger musik di Spotify.,1,Positive
2859,"Apa sih mau bayar premium aja lemot, selalu pakai web solusinya,trs apk buat apa??",0,Negative
2860,"halo Spotify kenapa ya setiap saya sedang mendengarkan lagu tiba tiba lagunya selalu mati sendiri dengan kendala 'koneksi tidak stabil' atau semacamnya, ini sering banget terjadi. kalo bisa mohon kedepannya untuk di perbaiki lagi lebih bagus agar dapat nyaman saat mendengarkan lagu.",0,Negative
2861,"Hebat keren banget semuanya harus premium, gimana sekalian sehari ada limit lagi yang bisa diputar. Biar makin tersiksa yang gratisan. Ajg emang ni aplikasi",1,Positive
2862,"1 sistem yang dari dulu ini apk baru muncul sampai udh segede ini, monopoli pay to free nya kebangetan.",0,Negative
2863,mau pincet lagu aja gabisa muncul suruh ke premium ahh tlol,0,Negative
2864,jadi ga enak kalo dengeri lagu ga ada fitur pengulang nya,0,Negative
2865,"Kebanyakan iklan ,mukin Spotify akan bernasib seperti reso ,amin",0,Negative
2866,pler knp dah Spotify nya offline mulu bjir padahal bagus bet nih jaringan,0,Negative
2867,"seneng bangetttt, dengerin music jd lebih gampang pake Spotify, udah gitu ini bisa diakses secara gratis ( kalo mau dapet plus bisa up ke premium kok ) music nya juga beragam, but kalo abis dengerin 1/2 lagu tiba"" iklan;) trs durasinya bisa setengah menit huhu tp gapapa 😭☝🏻",1,Positive
2868,Bagus bangettttt suka.. Enak banget bisa nyetel lagu trs bisa sambil ngapain lahh😑🤣🙏🫶🫶🫶🫶,1,Positive
2869,Mendengarkan musik tanpa diganggu banyak iklan...,1,Positive
2870,Ini Spotify nge bug atau gimana sih? Ga bisa login pakai nomor hp padahal nomornya udah bener kesel banget akun w jadi ilang,0,Negative
2871,Karna semua lagu sangat indah di dengar😄,1,Positive
2872,Terlalu banyak bertele tele masalah premium. Coba tingal bayar aja susah,0,Negative
2873,Sangat cocok untuk wajah bulat sebenarnya memang paling cocok dengan sel darah putih yang banyak gaya dan model rambut panjang untuk wajah bulat sebenarnya memang paling aku cintai aku Karena Alloh yang maha kuasa maha esa yang maha esa,1,Positive
2874,Aplikasi nya sangat bagus dan tidak ada kekurangan pokok nya baguss deh buat dengerin lagu,1,Positive
2875,"Ni aplikasi seru bngt dah!! Gua bisa download musik favorit secara offline kaya Golden Hour, Cold, Destiny, Y&V LUNE, dll... Pokoknya serulah!! 👏",1,Positive
2876,Kenapa harus premium untuk dengarin lagu berurutan doang!? 😭. Padahal dulu udah bagus gk premium 🙃😭,0,Negative
2877,"Ribet cukkk... Gw paham sih harus premium biar ada bedanya tapi apa gk lebay klo kita sampe dibatesin buat muter lagu lain, mana yg diputer lagu yg gk dikenal lagi, trs sialannya lagi di apk gw cuma bisa muter satu playlist doang itu juga yg paling sering diputer yg lainnya gk bisa kek di layar lagi diputer tapi gk ada suara yg keluar padahal sinyal gw juga gk ada masalah... Makin pelit anjir",0,Negative
2878,"Ribet cukkk... Gw paham sih harus premium biar ada bedanya tapi apa gk lebay klo kita sampe dibatesin buat muter lagu lain, mana yg diputer lagu yg gk dikenal lagi, trs sialannya lagi di apk gw cuma bisa muter satu playlist doang itu juga yg paling sering diputer yg lainnya gk bisa kek di layar lagi diputer tapi gk ada suara yg keluar padahal sinyal gw juga gk ada masalah... Makin pelit anjir",0,Negative
2880,"Bagus aplikasi nya,sy bsa memilih lagu yg sy ska....",1,Positive
2881,Kok spotify sekarang iklannya berlebihan banget sih jadi gk nyaman klo lagi dengerin lagu ☹️,0,Negative
2882,Gimana sih kenapa GK bisa ngulang lagunya lagi apalagi iklannya ganggu bet anjir tolong developer nya perbaiki y pls,0,Negative
2884,"Ini spotify gimana sih? Giliran belum premium iklan nya ganggu, mau di premiumin malah di persulit selalu muncul tulisan ""tidak terhubung, coba lagi"" padahal sinyal kuat, kuota juga ada. Tolong buat pendengar lebih nyaman ya.. Dikurangin dulu bintang nya",0,Negative
2885,Saya padahal mau beli premium tapi malah loading apk nya tuh harap periksa pengaturan anda padahal setelah saya periksa tidak ada apa-apa,0,Negative
2886,kenapa sesi pribadinya jdi kek gini dahh?? udh d off tuh masi aja nyala jdi keliatan aktivitasnya nihhh,0,Negative
2887,Iklannya itu loh lama sekali..... Tolong diperbaik ya.... Dan juga kenapa harus banget pakai premium 🥲,0,Negative
2888,Bagus banget jdi bisa dengerin lagu favorit.,1,Positive
2889,"tolong dong, akun saya mau log in lewat nomor telepon kok nggak bisa, tulisan nya pastikan nomor hp kamu benar",0,Negative
